transaction_id,transaction_date,customer_id,product_id,store_id,quantity,unit_price,discount_amount,gross_sales,net_sales,unit_cost,cost_amount,profit_amount,gross_margin_pct,payment_method,sales_channel,category,source_row_id,unit_price_raw,customer_id_raw,product_id_raw,store_id_raw,review_reason
T072033,2024-10-05 00:00:00.000000,C00223,P0476,S002,0,1459.0,0.0,2918.0,2918.0,930.7,1861.4,1056.6,36.21,Card,E-commerce,Sports,72033,1459.0,,,,Manual/source-system review required
T072255,2024-12-29 00:00:00.000000,C03081,P0467,S001,-2,3102.06,620.41,6204.12,5583.71,2235.4,4470.8,1112.91,19.93,Card,E-commerce,Beauty,72255,3102.06,,,,Manual/source-system review required
T072998,2024-07-18 00:00:00.000000,C00447,P0442,S004,-4,2780.44,556.09,11121.76,10565.67,2430.47,9721.88,843.79,7.99,Card,Store,Fashion,72998,2780.44,,,,Manual/source-system review required
T073138,2024-07-20 00:00:00.000000,C00728,P0354,S018,-4,1473.9,589.56,5895.6,5306.04,1041.11,4164.44,1141.6,21.52,STC Pay,Store,Sports,73138,1473.9,,,,Manual/source-system review required
T073228,2025-12-24 00:00:00.000000,C00352,P0208,S006,-1,323.63,0.0,323.63,323.63,215.81,215.81,107.82,33.32,Apple Pay,E-commerce,Grocery,73228,323.63,,,,Manual/source-system review required
T073264,2024-06-25 00:00:00.000000,C01793,P0423,S020,0,4282.6,0.0,8565.2,8565.2,2810.62,5621.24,2943.96,34.37,Cash,Store,Beauty,73264,4282.6,,,,Manual/source-system review required
T073565,2025-11-04 00:00:00.000000,C01145,P0361,S004,-4,2378.91,0.0,9515.64,9515.64,1960.67,7842.68,1672.96,17.58,Mada,Store,Sports,73565,2378.91,,,,Manual/source-system review required
T073598,2024-09-10 00:00:00.000000,C01269,P0303,S018,-4,1881.1,0.0,7524.4,7524.4,1239.82,4959.28,2565.12,34.09,Card,Store,Home Appliances,73598,1881.1,,,,Manual/source-system review required
T073971,2025-09-24 00:00:00.000000,C02728,P0394,S002,-4,1698.02,679.21,6792.08,6112.87,1224.87,4899.48,1213.39,19.85,Cash,Store,Home Appliances,73971,1698.02,,,,Manual/source-system review required
T074359,2024-05-14 00:00:00.000000,C04784,P0410,S002,0,946.21,0.0,5677.26,5677.26,697.52,4185.12,1492.14,26.28,Mada,Store,Sports,74359,946.21,,,,Manual/source-system review required
T075002,2024-08-18 00:00:00.000000,C01221,P0212,S020,-6,690.93,0.0,4145.58,4145.58,485.33,2911.98,1233.6,29.76,Mada,Store,Electronics,75002,690.93,,,,Manual/source-system review required
T075427,2024-10-26 00:00:00.000000,C00270,P0168,S019,-2,1522.08,152.21,3044.16,2891.95,1120.31,2240.62,651.33,22.52,Cash,Store,Beauty,75427,1522.08,,,,Manual/source-system review required
T075549,2024-06-18 00:00:00.000000,C04286,P0325,S017,-5,1885.94,0.0,9429.7,9429.7,1327.05,6635.25,2794.45,29.63,Mada,Store,Fashion,75549,1885.94,,,,Manual/source-system review required
T076173,2024-05-26 00:00:00.000000,C02087,P0437,S009,-2,1168.63,0.0,2337.26,2337.26,812.24,1624.48,712.78,30.5,Card,Store,Electronics,76173,1168.63,,,,Manual/source-system review required
T076257,2024-04-29 00:00:00.000000,C04556,P0252,S011,-7,2370.93,0.0,16596.51,16596.51,1690.82,11835.74,4760.77,28.69,Card,Store,Grocery,76257,2370.93,,,,Manual/source-system review required
T076315,2025-08-09 00:00:00.000000,C01606,P0025,S020,0,56.59,0.0,169.77,169.77,40.72,122.16,47.61,28.04,STC Pay,E-commerce,Beauty,76315,56.59,,,,Manual/source-system review required
T076466,2024-02-04 00:00:00.000000,C03082,P0298,S017,-2,1650.6,330.12,3301.2,2971.08,1348.79,2697.58,273.5,9.21,Card,Store,Beauty,76466,1650.6,,,,Manual/source-system review required
T076763,2025-11-10 00:00:00.000000,C03184,P0397,S015,-1,3281.3,328.13,3281.3,2953.17,2684.69,2684.69,268.48,9.09,STC Pay,E-commerce,Home Appliances,76763,3281.3,,,,Manual/source-system review required
T076974,2025-10-14 00:00:00.000000,C02866,P0164,S014,-2,1292.52,258.5,2585.04,2326.54,854.34,1708.68,617.86,26.56,Card,E-commerce,Sports,76974,1292.52,,,,Manual/source-system review required
T076986,2025-04-10 00:00:00.000000,C03224,P0025,S003,0,53.87,0.0,107.74,107.74,40.72,81.44,26.3,24.41,Mada,E-commerce,Beauty,76986,53.87,,,,Manual/source-system review required
T077795,2024-01-29 00:00:00.000000,C01674,P0074,S017,-5,4382.06,2191.03,21910.3,19719.27,2865.5,14327.5,5391.77,27.34,Cash,Store,Fashion,77795,4382.06,,,,Manual/source-system review required
T077995,2024-01-01 00:00:00.000000,C02950,P0093,S002,-4,3727.68,745.54,14910.72,14165.18,2709.61,10838.44,3326.74,23.49,Mada,Store,Electronics,77995,3727.68,,,,Manual/source-system review required
T078029,2024-02-28 00:00:00.000000,C02392,P0301,S001,-1,4182.17,0.0,4182.17,4182.17,2606.8,2606.8,1575.37,37.67,Mada,Store,Home & Living,78029,4182.17,,,,Manual/source-system review required
T078888,2024-06-05 00:00:00.000000,C04534,P0405,S009,0,1456.34,436.9,8738.04,8301.14,916.54,5499.24,2801.9,33.75,Mada,Store,Sports,78888,1456.34,,,,Manual/source-system review required
T079022,2024-10-14 00:00:00.000000,C04418,P0382,S020,-3,2197.13,329.57,6591.39,6261.82,1710.59,5131.77,1130.05,18.05,Apple Pay,E-commerce,Home Appliances,79022,2197.13,,,,Manual/source-system review required
T079171,2024-01-08 00:00:00.000000,C01073,P0076,S014,0,474.69,0.0,949.38,949.38,378.09,756.18,193.2,20.35,Cash,Store,Sports,79171,474.69,,,,Manual/source-system review required
T079199,2024-04-21 00:00:00.000000,C01063,P0275,S015,-4,1638.77,0.0,6555.08,6555.08,1440.5,5762.0,793.08,12.1,Mada,Store,Electronics,79199,1638.77,,,,Manual/source-system review required
T079308,2024-01-23 00:00:00.000000,C00885,P0043,S001,-5,3371.26,1685.63,16856.3,15170.67,2183.35,10916.75,4253.92,28.04,Card,Store,Fashion,79308,3371.26,,,,Manual/source-system review required
T079325,2025-04-08 00:00:00.000000,C03854,P0170,S008,-2,507.73,0.0,1015.46,1015.46,433.7,867.4,148.06,14.58,Mada,Store,Electronics,79325,507.73,,,,Manual/source-system review required
T079411,2025-10-06 00:00:00.000000,C03581,P0393,S009,0,567.15,226.86,2268.6,2041.74,442.49,1769.96,271.78,13.31,Apple Pay,Store,Sports,79411,567.15,,,,Manual/source-system review required
T079514,2024-02-01 00:00:00.000000,C04075,P0218,S002,-2,340.84,68.17,681.68,613.51,274.82,549.64,63.87,10.41,Mada,Store,Grocery,79514,340.84,,,,Manual/source-system review required
T079532,2024-05-16 00:00:00.000000,C00828,P0429,S020,-3,861.58,0.0,2584.74,2584.74,702.11,2106.33,478.41,18.51,Mada,Store,Electronics,79532,861.58,,,,Manual/source-system review required
T079538,2025-05-20 00:00:00.000000,C02578,P0092,S007,-5,3117.99,1559.0,15589.95,14030.95,2045.94,10229.7,3801.25,27.09,Mada,Store,Home Appliances,79538,3117.99,,,,Manual/source-system review required
T079914,2025-11-25 00:00:00.000000,C02667,P0020,S006,-2,833.81,83.38,1667.62,1584.24,701.82,1403.64,180.6,11.4,Cash,Store,Home Appliances,79914,833.81,,,,Manual/source-system review required
T080357,2024-06-13 00:00:00.000000,C03266,P0276,S011,0,3443.31,0.0,20659.86,20659.86,2432.36,14594.16,6065.7,29.36,Cash,Store,Electronics,80357,3443.31,,,,Manual/source-system review required
T080464,2024-08-07 00:00:00.000000,C04080,P0006,S003,-4,1904.77,0.0,7619.08,7619.08,1711.75,6847.0,772.08,10.13,Card,Store,Home Appliances,80464,1904.77,,,,Manual/source-system review required
T080519,2025-02-06 00:00:00.000000,C02231,P0297,S019,-2,1765.42,353.08,3530.84,3177.76,1128.06,2256.12,921.64,29.0,STC Pay,E-commerce,Beauty,80519,1765.42,,,,Manual/source-system review required
T080662,2024-09-20 00:00:00.000000,C03874,P0316,S009,0,3072.06,0.0,9216.18,9216.18,2113.35,6340.05,2876.13,31.21,Apple Pay,E-commerce,Home & Living,80662,3072.06,,,,Manual/source-system review required
T081065,2024-06-15 00:00:00.000000,C02535,P0063,S017,0,308.16,30.82,616.32,585.5,231.4,462.8,122.7,20.96,Mada,E-commerce,Electronics,81065,308.16,,,,Manual/source-system review required
T081356,2025-10-03 00:00:00.000000,C00254,P0346,S005,-3,196.97,0.0,590.91,590.91,129.28,387.84,203.07,34.37,Cash,Store,Home & Living,81356,196.97,,,,Manual/source-system review required
T081708,2025-09-11 00:00:00.000000,C03385,P0134,S011,-5,2691.35,0.0,13456.75,13456.75,1917.2,9586.0,3870.75,28.76,Cash,Store,Home Appliances,81708,2691.35,,,,Manual/source-system review required
T082056,2025-04-10 00:00:00.000000,C04142,P0452,S010,0,383.13,95.78,1915.65,1819.87,266.2,1331.0,488.87,26.86,STC Pay,Store,Fashion,82056,383.13,,,,Manual/source-system review required
T082121,2024-03-21 00:00:00.000000,C00155,P0044,S014,-7,2321.63,1625.14,16251.41,14626.27,1933.25,13532.75,1093.52,7.48,Card,Store,Home & Living,82121,2321.63,,,,Manual/source-system review required
T082662,2024-01-08 00:00:00.000000,C03462,P0032,S009,-5,1093.14,546.57,5465.7,4919.13,741.32,3706.6,1212.53,24.65,Card,Store,Beauty,82662,1093.14,,,,Manual/source-system review required
T083957,2025-02-28 00:00:00.000000,C04197,P0066,S003,-4,133.05,53.22,532.2,478.98,110.89,443.56,35.42,7.39,Cash,Store,Home & Living,83957,133.05,,,,Manual/source-system review required
T084431,2025-12-23 00:00:00.000000,C03703,P0429,S017,-2,873.77,262.13,1747.54,1485.41,702.11,1404.22,81.19,5.47,Card,Store,Electronics,84431,873.77,,,,Manual/source-system review required
T084459,2024-08-15 00:00:00.000000,C03308,P0261,S001,-5,908.5,0.0,4542.5,4542.5,731.56,3657.8,884.7,19.48,Mada,Store,Home & Living,84459,908.5,,,,Manual/source-system review required
T084519,2025-09-06 00:00:00.000000,C03176,P0455,S016,-3,3824.69,1147.41,11474.07,10326.66,2880.28,8640.84,1685.82,16.32,Mada,E-commerce,Sports,84519,3824.69,,,,Manual/source-system review required
T084576,2024-12-13 00:00:00.000000,C03681,P0449,S011,-2,1439.03,287.81,2878.06,2590.25,1072.69,2145.38,444.87,17.17,Cash,Store,Home & Living,84576,1439.03,,,,Manual/source-system review required
T084994,2024-06-27 00:00:00.000000,C04018,P0346,S006,-2,184.52,0.0,369.04,369.04,129.28,258.56,110.48,29.94,Card,E-commerce,Home & Living,84994,184.52,,,,Manual/source-system review required
T085206,2024-04-10 00:00:00.000000,C02411,P0410,S010,0,886.12,265.84,2658.36,2392.52,697.52,2092.56,299.96,12.54,Card,Store,Sports,85206,886.12,,,,Manual/source-system review required
T086111,2025-03-12 00:00:00.000000,C01821,P0231,S001,-2,2563.95,512.79,5127.9,4615.11,1906.63,3813.26,801.85,17.37,Card,Store,Fashion,86111,2563.95,,,,Manual/source-system review required
T086586,2024-04-06 00:00:00.000000,C03711,P0111,S013,-1,4192.66,0.0,4192.66,4192.66,2775.44,2775.44,1417.22,33.8,Mada,Store,Beauty,86586,4192.66,,,,Manual/source-system review required
T086694,2024-06-08 00:00:00.000000,C04812,P0461,S012,-1,4314.36,431.44,4314.36,3882.92,2977.4,2977.4,905.52,23.32,Apple Pay,E-commerce,Grocery,86694,4314.36,,,,Manual/source-system review required
T086753,2024-10-11 00:00:00.000000,C02782,P0048,S012,-2,104.21,10.42,208.42,198.0,73.86,147.72,50.28,25.39,Mada,Store,Fashion,86753,104.21,,,,Manual/source-system review required
T087180,2024-07-12 00:00:00.000000,C04834,P0324,S004,0,3325.8,0.0,3325.8,3325.8,2355.82,2355.82,969.98,29.17,Mada,Store,Electronics,87180,3325.8,,,,Manual/source-system review required
T087397,2025-10-28 00:00:00.000000,C04284,P0313,S017,-4,2908.93,0.0,11635.72,11635.72,1977.81,7911.24,3724.48,32.01,Mada,E-commerce,Sports,87397,2908.93,,,,Manual/source-system review required
T087491,2024-08-13 00:00:00.000000,C03005,P0152,S004,-4,1276.22,0.0,5104.88,5104.88,1144.31,4577.24,527.64,10.34,Card,Store,Grocery,87491,1276.22,,,,Manual/source-system review required
T088008,2024-07-15 00:00:00.000000,C00756,P0400,S002,0,2702.12,0.0,10808.48,10808.48,1786.58,7146.32,3662.16,33.88,Cash,E-commerce,Home & Living,88008,2702.12,,,,Manual/source-system review required
T088052,2025-01-29 00:00:00.000000,C03860,P0474,S008,0,3842.58,1152.77,7685.16,6532.39,2523.09,5046.18,1486.21,22.75,STC Pay,Store,Home & Living,88052,3842.58,,,,Manual/source-system review required
T088152,2024-02-05 00:00:00.000000,C00155,P0153,S013,0,1154.48,0.0,2308.96,2308.96,995.94,1991.88,317.08,13.73,Mada,Store,Grocery,88152,1154.48,,,,Manual/source-system review required
T088371,2025-02-06 00:00:00.000000,C02358,P0470,S008,-4,3619.69,0.0,14478.76,14478.76,2230.3,8921.2,5557.56,38.38,Card,Store,Sports,88371,3619.69,,,,Manual/source-system review required
T089006,2025-03-17 00:00:00.000000,C03139,P0233,S010,-5,3380.83,1690.42,16904.15,15213.73,2876.71,14383.55,830.18,5.46,Cash,Store,Sports,89006,3380.83,,,,Manual/source-system review required
T089312,2024-01-29 00:00:00.000000,C02898,P0226,S012,-2,3974.73,0.0,7949.46,7949.46,2508.09,5016.18,2933.28,36.9,Cash,E-commerce,Fashion,89312,3974.73,,,,Manual/source-system review required
T089414,2024-09-07 00:00:00.000000,C04861,P0392,S017,-3,1984.55,0.0,5953.65,5953.65,1649.16,4947.48,1006.17,16.9,Apple Pay,Store,Sports,89414,1984.55,,,,Manual/source-system review required
T089663,2024-10-09 00:00:00.000000,C04071,P0310,S003,0,1738.21,782.19,5214.63,4432.44,1484.95,4454.85,-22.41,-0.51,Cash,Store,Fashion,89663,1738.21,,,,Manual/source-system review required
T089872,2024-07-14 00:00:00.000000,C02141,P0365,S018,-4,3773.12,754.62,15092.48,14337.86,2427.38,9709.52,4628.34,32.28,Card,Store,Electronics,89872,3773.12,,,,Manual/source-system review required
T089901,2025-07-24 00:00:00.000000,C01436,P0012,S016,-1,3168.25,0.0,3168.25,3168.25,2139.8,2139.8,1028.45,32.46,Apple Pay,E-commerce,Beauty,89901,3168.25,,,,Manual/source-system review required
T089946,2025-03-03 00:00:00.000000,C04994,P0076,S015,-4,471.27,188.51,1885.08,1696.57,378.09,1512.36,184.21,10.86,Mada,E-commerce,Sports,89946,471.27,,,,Manual/source-system review required
T090334,2024-11-23 00:00:00.000000,C00608,P0453,S001,-4,1057.61,634.57,4230.44,3595.87,698.97,2795.88,799.99,22.25,Card,E-commerce,Grocery,90334,1057.61,,,,Manual/source-system review required
T090436,2025-07-12 00:00:00.000000,C00316,P0031,S008,-4,869.05,173.81,3476.2,3302.39,733.89,2935.56,366.83,11.11,Card,Store,Home Appliances,90436,869.05,,,,Manual/source-system review required
T090499,2025-04-23 00:00:00.000000,C04372,P0275,S006,-5,1628.28,814.14,8141.4,7327.26,1440.5,7202.5,124.76,1.7,Card,Store,Electronics,90499,1628.28,,,,Manual/source-system review required
T090571,2025-04-25 00:00:00.000000,C03269,P0483,S009,-3,1280.01,576.0,3840.03,3264.03,824.07,2472.21,791.82,24.26,Cash,E-commerce,Electronics,90571,1280.01,,,,Manual/source-system review required
T090820,2024-02-21 00:00:00.000000,C03923,P0398,S004,-5,1472.14,368.04,7360.7,6992.66,1043.81,5219.05,1773.61,25.36,Cash,Store,Fashion,90820,1472.14,,,,Manual/source-system review required
T091095,2025-06-29 00:00:00.000000,C00757,P0100,S014,0,2516.13,251.61,5032.26,4780.65,1646.83,3293.66,1486.99,31.1,Card,E-commerce,Home Appliances,91095,2516.13,,,,Manual/source-system review required
T091412,2024-02-27 00:00:00.000000,C01445,P0415,S017,0,3352.47,670.49,6704.94,6034.45,2456.0,4912.0,1122.45,18.6,Cash,Store,Grocery,91412,3352.47,,,,Manual/source-system review required
T091998,2025-08-27 00:00:00.000000,C01669,P0385,S016,-5,3365.43,2524.07,16827.15,14303.08,2654.94,13274.7,1028.38,7.19,STC Pay,Store,Home & Living,91998,3365.43,,,,Manual/source-system review required
T092247,2024-01-28 00:00:00.000000,C00794,P0315,S007,-2,1959.69,587.91,3919.38,3331.47,1721.3,3442.6,-111.13,-3.34,Mada,Store,Grocery,92247,1959.69,,,,Manual/source-system review required
T092343,2025-02-20 00:00:00.000000,C00921,P0058,S009,-2,3300.63,0.0,6601.26,6601.26,2791.45,5582.9,1018.36,15.43,Card,Store,Fashion,92343,3300.63,,,,Manual/source-system review required
T092740,2024-03-27 00:00:00.000000,C03881,P0020,S004,-1,812.85,40.64,812.85,772.21,701.82,701.82,70.39,9.12,Mada,Store,Home Appliances,92740,812.85,,,,Manual/source-system review required
T093169,2024-04-20 00:00:00.000000,C00348,P0389,S017,0,2670.71,1602.43,8012.13,6409.7,2304.64,6913.92,-504.22,-7.87,Mada,Store,Fashion,93169,2670.71,,,,Manual/source-system review required
T093443,2025-03-13 00:00:00.000000,C01529,P0189,S014,-4,1981.8,396.36,7927.2,7530.84,1637.32,6549.28,981.56,13.03,Card,Store,Grocery,93443,1981.8,,,,Manual/source-system review required
T093474,2024-02-19 00:00:00.000000,C04825,P0281,S016,0,2722.92,0.0,10891.68,10891.68,2040.49,8161.96,2729.72,25.06,STC Pay,Store,Electronics,93474,2722.92,,,,Manual/source-system review required
T093813,2025-12-29 00:00:00.000000,C00433,P0070,S008,-6,2606.72,0.0,15640.32,15640.32,2149.49,12896.94,2743.38,17.54,Cash,Store,Home & Living,93813,2606.72,,,,Manual/source-system review required
T094102,2025-04-26 00:00:00.000000,C02927,P0261,S014,0,884.38,221.1,4421.9,4200.8,731.56,3657.8,543.0,12.93,Cash,E-commerce,Home & Living,94102,884.38,,,,Manual/source-system review required
T094879,2025-06-18 00:00:00.000000,C02714,P0093,S009,0,3829.97,1723.49,11489.91,9766.42,2709.61,8128.83,1637.59,16.77,Card,Store,Electronics,94879,3829.97,,,,Manual/source-system review required
T094888,2025-01-18 00:00:00.000000,C00381,P0074,S005,-2,4416.3,441.63,8832.6,8390.97,2865.5,5731.0,2659.97,31.7,STC Pay,Store,Fashion,94888,4416.3,,,,Manual/source-system review required
T095528,2024-02-24 00:00:00.000000,C01087,P0356,S010,0,2695.46,808.64,8086.38,7277.74,2197.87,6593.61,684.13,9.4,Card,E-commerce,Grocery,95528,2695.46,,,,Manual/source-system review required
T095592,2025-12-12 00:00:00.000000,C03383,P0027,S007,-2,969.93,193.99,1939.86,1745.87,671.92,1343.84,402.03,23.03,STC Pay,Store,Sports,95592,969.93,,,,Manual/source-system review required
T095686,2024-09-15 00:00:00.000000,C04675,P0064,S007,-5,1312.66,0.0,6563.3,6563.3,1027.23,5136.15,1427.15,21.74,Mada,Store,Sports,95686,1312.66,,,,Manual/source-system review required
T095783,2024-05-12 00:00:00.000000,C01873,P0130,S009,0,2392.98,0.0,9571.92,9571.92,1570.52,6282.08,3289.84,34.37,Mada,Store,Home Appliances,95783,2392.98,,,,Manual/source-system review required
T095899,2025-05-05 00:00:00.000000,C03764,P0426,S012,0,2313.16,462.63,9252.64,8790.01,1866.1,7464.4,1325.61,15.08,Card,Store,Beauty,95899,2313.16,,,,Manual/source-system review required
T096119,2025-04-04 00:00:00.000000,C03389,P0271,S001,-5,3553.18,0.0,17765.9,17765.9,2984.83,14924.15,2841.75,16.0,Mada,Store,Fashion,96119,3553.18,,,,Manual/source-system review required
T096235,2024-06-17 00:00:00.000000,C04668,P0142,S015,-2,168.44,16.84,336.88,320.04,141.79,283.58,36.46,11.39,Mada,Store,Grocery,96235,168.44,,,,Manual/source-system review required
T096239,2024-11-08 00:00:00.000000,C01815,P0261,S004,0,851.97,0.0,1703.94,1703.94,731.56,1463.12,240.82,14.13,Mada,Store,Home & Living,96239,851.97,,,,Manual/source-system review required
T096506,2025-09-30 00:00:00.000000,C02122,P0390,S015,0,1093.75,0.0,3281.25,3281.25,721.0,2163.0,1118.25,34.08,Apple Pay,Store,Grocery,96506,1093.75,,,,Manual/source-system review required
T096561,2025-10-13 00:00:00.000000,C00793,P0055,S020,0,1290.12,258.02,5160.48,4902.46,1123.07,4492.28,410.18,8.37,Cash,E-commerce,Sports,96561,1290.12,,,,Manual/source-system review required
T096676,2024-08-25 00:00:00.000000,C04127,P0008,S018,0,696.68,174.17,3483.4,3309.23,604.03,3020.15,289.08,8.74,Card,Store,Sports,96676,696.68,,,,Manual/source-system review required
T097045,2024-05-06 00:00:00.000000,C00799,P0367,S005,0,1417.67,0.0,5670.68,5670.68,998.58,3994.32,1676.36,29.56,Cash,E-commerce,Home & Living,97045,1417.67,,,,Manual/source-system review required
T097048,2025-08-02 00:00:00.000000,C04690,P0318,S020,-2,347.62,0.0,695.24,695.24,254.16,508.32,186.92,26.89,Card,E-commerce,Beauty,97048,347.62,,,,Manual/source-system review required
T097142,2024-09-02 00:00:00.000000,C01498,P0027,S009,0,945.82,0.0,3783.28,3783.28,671.92,2687.68,1095.6,28.96,Card,Store,Sports,97142,945.82,,,,Manual/source-system review required
T097602,2024-05-11 00:00:00.000000,C04826,P0086,S004,-7,442.21,0.0,3095.47,3095.47,301.44,2110.08,985.39,31.83,Mada,Store,Beauty,97602,442.21,,,,Manual/source-system review required
T097841,2024-08-07 00:00:00.000000,C04692,P0235,S011,0,3915.94,587.39,11747.82,11160.43,2748.23,8244.69,2915.74,26.13,Mada,E-commerce,Fashion,97841,3915.94,,,,Manual/source-system review required
T098063,2025-04-09 00:00:00.000000,C00201,P0498,S019,-3,2308.34,692.5,6925.02,6232.52,1838.47,5515.41,717.11,11.51,Mada,Store,Fashion,98063,2308.34,,,,Manual/source-system review required
T098378,2024-09-15 00:00:00.000000,C03321,P0037,S020,-3,2394.83,0.0,7184.49,7184.49,1942.61,5827.83,1356.66,18.88,Mada,Store,Electronics,98378,2394.83,,,,Manual/source-system review required
T098464,2024-05-19 00:00:00.000000,C04930,P0001,S009,-4,3696.72,2218.03,14786.88,12568.85,2582.62,10330.48,2238.37,17.81,Card,E-commerce,Home & Living,98464,3696.72,,,,Manual/source-system review required
T098546,2024-12-19 00:00:00.000000,C00710,P0051,S005,-2,1828.09,0.0,3656.18,3656.18,1191.43,2382.86,1273.32,34.83,Apple Pay,E-commerce,Home & Living,98546,1828.09,,,,Manual/source-system review required
T099373,2024-03-10 00:00:00.000000,C02470,P0138,S006,-2,4165.01,416.5,8330.02,7913.52,2940.5,5881.0,2032.52,25.68,Mada,E-commerce,Home & Living,99373,4165.01,,,,Manual/source-system review required
T099652,2025-10-07 00:00:00.000000,C02424,P0358,S015,-4,2156.03,0.0,8624.12,8624.12,1501.58,6006.32,2617.8,30.35,Apple Pay,E-commerce,Beauty,99652,2156.03,,,,Manual/source-system review required
T099689,2025-10-19 00:00:00.000000,C00641,P0012,S003,0,3225.18,967.55,9675.54,8707.99,2139.8,6419.4,2288.59,26.28,Card,Store,Beauty,99689,3225.18,,,,Manual/source-system review required
T099718,2025-11-29 00:00:00.000000,C01344,P0304,S002,-5,945.22,472.61,4726.1,4253.49,617.07,3085.35,1168.14,27.46,STC Pay,Store,Sports,99718,945.22,,,,Manual/source-system review required
T099809,2025-11-23 00:00:00.000000,C01929,P0185,S020,-2,2809.72,0.0,5619.44,5619.44,2147.91,4295.82,1323.62,23.55,STC Pay,Store,Electronics,99809,2809.72,,,,Manual/source-system review required
T100446,2025-09-24 00:00:00.000000,C04134,P0184,S013,-2,3349.34,1339.74,6698.68,5358.94,2126.8,4253.6,1105.34,20.63,Card,E-commerce,Home Appliances,100446,3349.34,,,,Manual/source-system review required
T101068,2025-01-02 00:00:00.000000,C03334,P0032,S002,-2,1088.17,0.0,2176.34,2176.34,741.32,1482.64,693.7,31.87,Mada,Store,Beauty,101068,1088.17,,,,Manual/source-system review required
T101085,2025-11-19 00:00:00.000000,C04127,P0217,S008,0,1637.62,0.0,3275.24,3275.24,1231.05,2462.1,813.14,24.83,Card,Store,Home Appliances,101085,1637.62,,,,Manual/source-system review required
T101118,2025-06-27 00:00:00.000000,C03375,P0235,S002,-3,4022.1,603.31,12066.3,11462.99,2748.23,8244.69,3218.3,28.08,Mada,Store,Fashion,101118,4022.1,,,,Manual/source-system review required
T101264,2024-07-11 00:00:00.000000,C01939,P0496,S012,-2,385.21,0.0,770.42,770.42,260.19,520.38,250.04,32.46,Card,Store,Electronics,101264,385.21,,,,Manual/source-system review required
T101731,2024-01-04 00:00:00.000000,C03499,P0144,S016,-1,1529.04,305.81,1529.04,1223.23,1105.52,1105.52,117.71,9.62,STC Pay,E-commerce,Beauty,101731,1529.04,,,,Manual/source-system review required
T101943,2024-08-10 00:00:00.000000,C01901,P0234,S018,-2,992.33,99.23,1984.66,1885.43,751.14,1502.28,383.15,20.32,Apple Pay,Store,Home & Living,101943,992.33,,,,Manual/source-system review required
T102157,2025-11-30 00:00:00.000000,C00034,P0423,S013,0,4527.92,0.0,31695.44,31695.44,2810.62,19674.34,12021.1,37.93,Apple Pay,Store,Beauty,102157,4527.92,,,,Manual/source-system review required
T102196,2024-07-16 00:00:00.000000,C02251,P0134,S012,-4,2778.47,555.69,11113.88,10558.19,1917.2,7668.8,2889.39,27.37,Mada,Store,Home Appliances,102196,2778.47,,,,Manual/source-system review required
T102633,2025-09-01 00:00:00.000000,C02786,P0163,S018,0,3019.67,452.95,9059.01,8606.06,2012.56,6037.68,2568.38,29.84,STC Pay,Store,Grocery,102633,3019.67,,,,Manual/source-system review required
T102723,2024-11-19 00:00:00.000000,C04249,P0441,S015,0,521.75,0.0,1565.25,1565.25,416.77,1250.31,314.94,20.12,Card,Store,Home & Living,102723,521.75,,,,Manual/source-system review required
T102772,2024-09-11 00:00:00.000000,C02888,P0092,S015,0,2990.97,299.1,5981.94,5682.84,2045.94,4091.88,1590.96,28.0,Cash,Store,Home Appliances,102772,2990.97,,,,Manual/source-system review required
T103001,2025-01-24 00:00:00.000000,C01075,P0418,S007,-2,2855.11,571.02,5710.22,5139.2,1930.1,3860.2,1279.0,24.89,Card,Store,Grocery,103001,2855.11,,,,Manual/source-system review required
T103221,2024-10-29 00:00:00.000000,C04529,P0412,S006,0,1406.96,0.0,5627.84,5627.84,853.52,3414.08,2213.76,39.34,Mada,Store,Beauty,103221,1406.96,,,,Manual/source-system review required
T103321,2024-09-07 00:00:00.000000,C04989,P0045,S014,-3,2964.72,0.0,8894.16,8894.16,2013.58,6040.74,2853.42,32.08,Card,Store,Fashion,103321,2964.72,,,,Manual/source-system review required
T103758,2024-11-03 00:00:00.000000,C03280,P0481,S018,-4,2261.29,0.0,9045.16,9045.16,1934.13,7736.52,1308.64,14.47,Card,E-commerce,Home Appliances,103758,2261.29,,,,Manual/source-system review required
T103837,2025-05-26 00:00:00.000000,C04577,P0484,S011,-4,2963.8,592.76,11855.2,11262.44,2092.34,8369.36,2893.08,25.69,Card,E-commerce,Grocery,103837,2963.8,,,,Manual/source-system review required
T104078,2024-12-30 00:00:00.000000,C00257,P0290,S009,0,1040.82,0.0,4163.28,4163.28,864.36,3457.44,705.84,16.95,Cash,Store,Beauty,104078,1040.82,,,,Manual/source-system review required
T104389,2024-02-28 00:00:00.000000,C00159,P0371,S014,0,3723.9,0.0,3723.9,3723.9,2592.73,2592.73,1131.17,30.38,Mada,E-commerce,Fashion,104389,3723.9,,,,Manual/source-system review required
T105034,2024-04-10 00:00:00.000000,C04424,P0337,S003,-2,2987.28,597.46,5974.56,5377.1,2332.48,4664.96,712.14,13.24,Apple Pay,E-commerce,Sports,105034,2987.28,,,,Manual/source-system review required
